SeqNum,St Name,Town,Month,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other,Comments
343,Stanhope St,Edinburgh,October,10/12/2010,9:30,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,Small accumulation of leaves
344,Corstorphine Park Gardens,Edinburgh,October,10/12/2010,9:43,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
345,Dovecot Rd,Edinburgh,October,10/12/2010,9:50,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,Leaves and weeds
346,Corstorphine Bank Dr,Edinburgh,October,10/12/2010,9:55,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,Small bits of litter
347,Dunollie Court,Edinburgh,October,10/12/2010,10:00,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Very clean/substitute for Craiievar Wynd
348,Braehead Loan,Edinburgh,October,10/12/2010,10:10,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
349,Essex Rd,Edinburgh,October,10/12/2010,10:15,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,"Only couple of cigarette ends, leaves "
350,Brighouse Park Rigg,Edinburgh,October,10/12/2010,10:30,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Very clean
351,North Bughtlinfield,Edinburgh,October,10/12/2010,10:40,B,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
352,Turnhouse Rd,Edinburgh,October,10/12/2010,10:45,B,4,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,
353,Turnhouse Rd,Edinburgh,October,10/12/2010,10:47,B,4,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Small sweet wrappers
354,Dundas Mains S.Queensferry,Edinburgh,October,10/12/2010,11:10,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
355,Stewart Terrace SQ,Edinburgh,October,10/12/2010,11:13,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
356,Maitland Rd,Edinburgh,October,10/12/2010,11:30,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,Small amount of weeds
357,Harvest Rd,Edinburgh,October,10/12/2010,11:45,B,4,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
358,Gogar Station,Edinburgh,October,10/15/2010,12:00,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,Paper
359,Lauriston Park,Edinburgh,October,10/15/2010,8:20,B,1,1,1,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,Packaging bank at end of St needs litter flap-reported
360,Quarry Close,Edinburgh,October,10/15/2010,8:40,B,2,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Leaves
361,Gilmore St,Edinburgh,October,10/15/2010,8:50,C,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0,
362,Grange Terrace,Edinburgh,October,10/15/2010,9:10,B,3,1,1,1,2,2,1,0,0,0,0,1,1,1,0,1,0,0,0,Leaves & small bits of litter present
363,Coben Rd,Edinburgh,October,10/15/2010,9:25,B,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,Overhanging tree over pavement
364,Lussielaw Rd,Edinburgh,October,10/15/2010,9:30,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,Pavements need to be re-surfaced
365,Liberton Rd,Edinburgh,October,10/15/2010,9:45,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
366,Nether Craigour,Edinburgh,October,10/15/2010,9:55,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
367,Nellfield,Edinburgh,October,10/15/2010,10:05,B,3,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,Domestic waste sack outside no.21
368,Goodtrees Gardens,Edinburgh,October,10/15/2010,10:15,B,3,1,1,2,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,Recycling site - all containers with plenty of capacity
369,Carnbee Crecent,Edinburgh,October,10/15/2010,10:35,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,Drinks can outside house on pavement.
370,Lasswade Bank,Edinburgh,October,10/15/2010,10:45,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Grass recently cut, very tidy, very clean, recently swept?"
371,Southhouse Loan,Edinburgh,October,10/15/2010,10:50,B,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,
372,Bramdean Grove,Edinburgh,October,10/15/2010,11:05,B,3,1,1,1,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0,
373,Cluny Avenue,Edinburgh,October,10/15/2010,11:15,B,3,1,1,1,2,3,1,0,0,0,1,1,0,1,0,0,0,0,0,"W/bins presented for uplift, pavement in poor condition"
374,Craighouse Avenue,Edinburgh,October,10/15/2010,11:30,B,3,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,"Dog fouling, lid on 1280L bin missing - reported"
375,Mid Gillsland Rd,Edinburgh,October,10/15/2010,11:35,B,3,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0,Leaves and small bits of litter
376,Meadowfield Terrace,Edinburgh,October,10/26/2010,10:45,B,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,W/bins presented and emptied. Tissue in channel
377,Meadowfield Court,Edinburgh,October,10/26/2010,10:52,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
378,Royal Park Terrace,Edinburgh,October,10/26/2010,10:56,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,Dumped pallet beside OMB bin
379,Duke Walk,Edinburgh,October,10/26/2010,10:59,B,2,1,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,Leaves in channel
380,Meadowbank Terrace,Edinburgh,October,10/26/2010,11:31,B,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
381,Restalrig Square,Edinburgh,October,10/26/2010,11:37,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,St recently cleaned 
382,Loganlea Pl,Edinburgh,October,10/26/2010,12:00,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,
383,Duddingston Grove East,Edinburgh,October,10/26/2010,12:07,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,St very clean
384,Brunstane Rd,Edinburgh,October,10/26/2010,12:17,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,"Sand on the Rd from pile for house renovation, w/b's presented"
385,Hillcoat Pl,Edinburgh,October,10/26/2010,12:25,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
386,Corbiewynd,Edinburgh,October,10/26/2010,8:09,B,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"W/bins presented, large piece of cardboard beside bin @ no 27"
387,Cheyne St,Edinburgh,October,10/22/2010,,B,2,1,1,1,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,
388,Miller Row,Edinburgh,October,10/22/2010,10:48,B,3,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0,Small amount of dog fouling on pavement
389,Orchard Brae Gardens,Edinburgh,October,,12:10,B,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,Platic boards
390,Blink Bonny Rd,Edinburgh,October,10/22/2010,12:35,B,3,2,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,
391,Corbiehill Rd,Edinburgh,October,10/22/2010,12:55,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Very clean
392,Silverknowes View,Edinburgh,October,10/22/2010,13:10,B,3,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0,
393,Lower Granton Rd,Edinburgh,October,10/22/2010,13:40,B,2,2,1,2,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0,
394,Lower Granton Rd,Edinburgh,October,10/22/2010,13:45,C,2,2,1,2,2,2,1,0,0,1,1,1,1,1,0,0,0,1,0,
395,Lower Granton Rd,Edinburgh,October,10/22/2010,13:50,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
396,Spencer Pl,Edinburgh,October,10/22/2010,13:55,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
397,Laverockbank Gdns,Edinburgh,October,10/22/2010,14:10,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
398,Newhaven Rd,Edinburgh,October,10/22/2010,14:15,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,
399,Prince Regent St,Edinburgh,October,10/22/2010,14:35,B,2,1,1,2,2,2,1,0,0,1,1,1,0,1,1,0,0,1,0,Rubber post office bands
400,Madeira Pl,Edinburgh,October,10/22/2010,14:40,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
401,New Cut Rigg,Edinburgh,October,10/22/2010,14:55,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
402,Bleachfield,Edinburgh,October,10/22/2010,15:50,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0,
403,Burns Pl ,Edinburgh,October,10/22/2010,8:24,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,
404,Pilrig gardens,Edinburgh,October,10/22/2010,,B,2,2,1,2,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0,
405,Iona St,Edinburgh,October,10/22/2010,7:12,B,3,1,1,2,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0,
406,Duke Pl,Edinburgh,October,10/22/2010,10:48,B,2,1,1,1,3,2,2,0,0,1,1,1,0,1,0,0,0,0,0,
407,Ryehill Gardens,Edinburgh,October,10/22/2010,,A,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Very clean
408,East Claremont St,Edinburgh,October,10/22/2010,8:24,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,
409,East Claremont St,Edinburgh,October,10/22/2010,9:36,B,2,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0,
410,Carrubbers Close,Edinburgh,October,10/28/2010,,C,1,1,1,3,2,1,1,0,0,1,1,1,1,1,1,0,0,1,1,"Glass in close, dog fouling @entrance"
411,Fountain Close,Edinburgh,October,10/28/2010,10:15,B,1,1,1,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
412,Kyle Pl,Edinburgh,October,10/28/2010,8:24,B,2,1,1,2,4,3,1,0,0,1,0,0,0,1,0,0,0,0,0,
413,Marshall Court,Edinburgh,October,10/28/2010,12:00,B,1,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,Moss on pavement
414,York Pl,Edinburgh,October,10/28/2010,13:26,C,1,1,1,2,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,
415,York Ln,Edinburgh,October,10/28/2010,9:36,B,2,1,1,1,2,3,1,0,0,1,1,0,0,1,1,1,0,0,0,
416,Dublin St Ln,Edinburgh,October,10/28/2010,,B,1,1,1,2,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
417,York Pl,Edinburgh,October,10/28/2010,,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
418,Abercromby Pl,Edinburgh,October,10/28/2010,,B,2,1,1,1,2,3,1,0,0,1,0,0,1,1,0,0,0,0,1,
419,Abercromby Pl,Edinburgh,October,10/28/2010,8:24,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
420,Lothian Rd,Edinburgh,October,10/28/2010,13:12,B,1,1,1,1,2,2,1,2,0,1,0,1,0,1,0,0,0,0,0,
421,Lothian Rd,Edinburgh,October,10/28/2010,,B,1,1,1,1,2,2,1,1,0,1,0,0,0,1,0,1,0,0,0,
422,Lothian Rd,Edinburgh,October,10/28/2010,,B,1,1,1,1,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0,
423,Cathcart Pl,Edinburgh,October,10/29/2010,,C,2,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
424,Wheatfield Terrace,Edinburgh,October,10/29/2010,,C,2,1,1,1,2,2,1,1,0,1,1,0,1,1,0,0,0,0,0,Accumulation of litter and leaves/weeds present
425,Sighthill Grove,Edinburgh,October,10/29/2010,,B,2,1,1,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,
426,Quarrybank End,Edinburgh,October,10/29/2010,,B,2,1,1,1,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,
427,Broomhouse St S,Edinburgh,October,10/29/2010,8:24,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
428,Broomhouse Pl S,Edinburgh,October,10/29/2010,10:30,B,2,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,
429,Broomhouse Pl S,Edinburgh,October,10/29/2010,10:30,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
430,East Hermiston,Edinburgh,October,10/29/2010,10:50,B,3,1,1,1,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,
431,Addiston Farm Rd,Edinburgh,October,10/29/2010,11:00,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
432,Addiston Farm Rd,Edinburgh,October,10/29/2010,11:00,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
433,Bavelaw Rd,Edinburgh,October,10/29/2010,11:10,B,3,1,1,1,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,
434,Bavelaw Rd,Edinburgh,October,10/29/2010,11:15,B,3,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0,
435,Bavelaw Rd,Edinburgh,October,10/29/2010,11:20,B,3,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0,
436,Corslet Crescent,Edinburgh,October,10/29/2010,11:25,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Only few cigarette ends otherwise clean
437,Muirwood Grove,Edinburgh,October,10/29/2010,12:15,B,3,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0,
438,Viewfield Rd,Edinburgh,October,10/29/2010,12:25,B,3,1,1,1,3,4,1,0,0,1,1,0,0,1,0,0,0,0,0,
439,Bonaly Brae,Edinburgh,October,10/29/2010,12:35,B,3,1,1,1,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0,
440,Bonaly Avenue,Edinburgh,October,10/29/2010,12:45,B,3,1,1,1,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0,
441,Campbell Park Dr,Edinburgh,October,10/29/2010,12:30,B,3,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,
442,Oxgangs Terrace,Edinburgh,October,10/29/2010,12:50,C,3,1,1,1,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0,Litter accumulations
443,Greenbank Dr,Edinburgh,October,10/29/2010,13:00,B,3,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0,Leaves
444,Greenbank Dr,Edinburgh,October,10/29/2010,13:05,B,3,1,1,1,2,4,1,0,0,1,1,0,0,1,0,0,0,0,0,Leaves only 2 small bits of litter otherwise clean
445,Greenbank Dr,Edinburgh,October,10/29/2010,13:10,B,3,1,1,1,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,Leaves 
446,Colinton Rd,Edinburgh,October,10/29/2010,13:45,B,3,1,1,1,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,"Clean except few cigarette ends, no other litter"
447,Colinton Rd,Edinburgh,October,10/29/2010,13:50,B,3,1,1,1,2,4,1,0,0,1,1,0,0,1,0,0,0,0,0,
448,Colinton Rd,Edinburgh,October,,13:55,B,3,1,1,1,2,4,1,0,0,1,1,1,0,1,0,0,0,0,0,Small bits of litter and leaves
449,Leith Links,Edinburgh,December,2/2/2011,9:30,B,2,1,1,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,
450,Leith Links,Edinburgh,December,2/2/2011,9:40,B,2,1,1,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,
451,Leith Links,Edinburgh,December,2/2/2011,9:46,B,2,2,1,2,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,
452,Bath Rd,Edinburgh,December,2/2/2011,9:55,B,2,1,1,1,2,3,1,0,0,1,0,0,1,1,0,0,0,0,0,
453,Spiers Pl,Edinburgh,December,2/2/2011,10:05,B,2,2,1,1,2,3,2,0,0,1,1,0,0,1,0,0,0,1,0,"Dog fouling opp No 22 cars straddling pavement, "
454,Coalhill,Edinburgh,December,2/2/2011,10:12,B,2,1,1,2,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,Heavy with cigarette ends from businesses
455,Pilrig St,Edinburgh,December,2/2/2011,10:30,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,Subsititute for Pilrig Cottages/footwear in channel
456,Gosford Pl,Edinburgh,December,2/2/2011,10:40,B,3,1,1,2,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,
457,Stanley Rd,Edinburgh,December,2/2/2011,10:50,B,3,1,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,
458,Trinity Grove,Edinburgh,December,2/2/2011,10:58,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
459,Kingsburgh Crescent,Edinburgh,December,2/2/2011,11:10,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
460,Granton Park Avenue,Edinburgh,December,2/2/2011,11:20,A,3,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
461,Drylaw Gardens,Edinburgh,December,2/2/2011,11:30,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Very clean
462,Strachan Gardens,Edinburgh,December,2/2/2011,11:40,B,3,1,1,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0,
463,Blinkbonny Grove West,Edinburgh,December,2/2/2011,11:50,B,3,1,1,1,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,
464,Craigleith Hill Gardens,Edinburgh,December,2/2/2011,11:58,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
465,Craigleith Hill Gardens,Edinburgh,December,2/2/2011,12:06,B,2,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
466,Lennox St,Edinburgh,December,2/2/2011,12:15,B,2,1,1,1,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,Looks like recyling box blown down St
467,Saunders St,Edinburgh,December,2/2/2011,12:25,B,2,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,
468,India Pl,Edinburgh,December,2/2/2011,12:35,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
469,Glenogle Rd,Edinburgh,December,2/2/2011,12:45,B,2,1,1,1,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,
470,Glenogle Rd,Edinburgh,December,2/2/2011,12:53,B,2,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0,
471,Teviot Dale Pl,Edinburgh,December,2/2/2011,12:58,B,2,1,1,1,2,3,1,0,0,1,1,1,0,1,0,0,0,0,0,
472,Glenogle Rd,Edinburgh,December,2/2/2011,13:05,B,2,1,1,1,2,3,1,0,0,1,1,0,1,1,0,0,0,0,0,
473,Elidon Terrace,Edinburgh,December,2/2/2011,13:15,B,2,1,1,1,2,4,1,0,0,1,1,0,0,1,0,0,0,0,0,
474,Canon Ln,Edinburgh,December,2/2/2011,13:25,C,2,1,1,2,3,4,1,0,0,1,1,1,0,1,0,0,0,0,1,
475,Cammo Brae,Edinburgh,December,1/27/2011,10:40,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Small amount of grit
476,Braehead Rd,Edinburgh,December,1/27/2011,14:55,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,Small amount of sweet papers
477,Brighouse Park Dr,Edinburgh,December,1/27/2011,15:00,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
478,Stuart Wynd,Edinburgh,December,1/27/2011,15:13,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,
479,Henderland Rd,Edinburgh,December,1/27/2011,15:23,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Small amount of sweet wrappers between cars
480,Russell Rd,Edinburgh,December,1/27/2011,15:31,B,3,1,1,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,Small amount of sweet wrappers and one food wrapper
481,Ba;green Rd,Edinburgh,December,1/27/2011,9:40,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
482,Balgreen Rd,Edinburgh,December,1/27/2011,9:45,B,3,1,1,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0,
483,N Gyle Farm Court,Edinburgh,December,1/27/2011,10:00,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,
484,Ravelston Dykes,Edinburgh,December,1/27/2011,10:07,B,3,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,
485,Ravelston Dykes,Edinburgh,December,1/27/2011,10:10,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
486,Succoth Gardens,Edinburgh,December,1/27/2011,10:21,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,
487,Maybury Rd,Edinburgh,December,1/27/2011,10:34,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
488,Maybury Rd,Edinburgh,December,1/27/2011,10:37,B,4,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
489,Maybury Rd,Edinburgh,December,1/27/2011,10:40,B,4,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
490,Cammo Rd,Edinburgh,December,1/27/2011,10:45,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,Small amount of sweet wrappers
491,Cammo Rd,Edinburgh,December,1/27/2011,10:47,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
492,S Gyle Gardens,Edinburgh,December,1/27/2011,15:45,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,
493,Almond Rd,Edinburgh,December,1/27/2011,16:03,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
494,Hallyards Rd,Edinburgh,December,1/28/2011,16:10,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
495,Auldgate Kirkliston,Edinburgh,December,1/28/2011,13:12,C,3,1,1,2,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Domestic waste from burst bag
496,Hillwood Crescent Ratho,Edinburgh,December,1/28/2011,13:28,C,3,1,1,1,1,2,1,0,0,0,1,1,1,0,0,1,0,0,0,Domestic waste from burst bag
497,Scotstoun Green SQ Ferry,Edinburgh,December,1/27/2011,13:55,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
498,Villa Rd SQ Ferry,Edinburgh,December,1/28/2011,14:10,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
