SeqNum,St Name,Town,Month,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other,Comments
499,Breadalbane Terrace,Edinburgh,December,2/2/2011,9:55,A,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,No litter on St
500,Lewis Terrace,Edinburgh,December,2/11/2011,10:37,B,2,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
501,Granville Terrace,Edinburgh,December,2/11/2011,10:45,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,
502,Polwarth Grove,Edinburgh,December,2/11/2011,10:47,B,3,1,1,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0,
503,Colinton Grove West,Edinburgh,December,2/11/2011,10:05,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
504,Swanston Village,Edinburgh,December,2/11/2011,11:04,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
505,Auchingane,Edinburgh,December,2/11/2011,11:08,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,Post office rubber bands
506,Buckstone Gardens,Edinburgh,December,2/11/2011,11:14,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
507,East Comiston,Edinburgh,December,2/11/2011,11:16,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,No litter on St
508,Torduff Rd,Edinburgh,December,2/11/2011,11:42,C,4,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,0,0,Litter in trees and bushes
509,Woodhall Dr,Edinburgh,December,2/11/2011,11:49,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
510,Lanark Rd West,Edinburgh,December,2/11/2011,11:52,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
511,Lanark Rd West,Edinburgh,December,2/11/2011,11:55,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
512,Lanark Rd West,Edinburgh,December,2/11/2011,12:00,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
513,Thomson Grove,Edinburgh,December,2/11/2011,12:05,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,No litter on St
514,Lovedale Crescent,Edinburgh,December,2/11/2011,12:10,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
515,Ravelrig Gait,Edinburgh,December,2/11/2011,12:15,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
516,Woodhall Avenue,Edinburgh,December,2/11/2011,12:25,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Substitute for Pentland View, unable to find St"
517,Kingsknowe Terrace,Edinburgh,December,2/11/2011,12:39,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
518,Chesser Crescent,Edinburgh,December,2/11/2011,,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,Juice bottle
519,Broomhouse Square,Edinburgh,December,2/11/2011,12:57,B,2,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
520,Parkhead Loan,Edinburgh,December,2/11/2011,,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
521,Hailesland Pl,Edinburgh,December,2/11/2011,13:05,C,2,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0,
522,Potterrow,Edinburgh,December,1/27/2011,10:40,B,1,1,1,3,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,
523,Buccleuch St,Edinburgh,December,1/27/2011,10:50,C,2,1,1,1,2,2,2,0,0,1,0,1,1,1,0,0,0,0,0,
524,Ratcliffe Terrace,Edinburgh,December,1/27/2011,11:00,B,2,1,1,1,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0,
525,Alnwickhill Loan,Edinburgh,December,1/27/2011,11:20,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
526,Blackford Rd,Edinburgh,December,1/27/2011,11:35,C,3,1,1,1,1,3,1,0,0,0,1,1,1,1,0,1,0,0,0,"Detritus, litter and some leaves"
527,Blackford Avenue,Edinburgh,December,1/27/2011,11:40,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
528,Charterhall Rd,Edinburgh,December,1/27/2011,,C,2,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,
529,Roseneath Terrace,Edinburgh,December,1/27/2011,,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0,
530,South Lauder Rd,Edinburgh,December,1/27/2011,,C,3,1,1,1,1,4,1,0,0,1,1,1,0,1,0,0,0,0,0,Litter accumulations
531,Gracemount Pl,Edinburgh,December,1/27/2011,,B,3,1,1,1,1,3,1,0,0,1,0,1,0,1,0,0,0,0,0,
532,Gracemount Rd,Edinburgh,December,1/27/2011,,D,3,1,1,1,2,3,1,0,0,1,1,1,1,1,0,1,0,0,0,Severe presence of litter
533,Burdiehouse St,Edinburgh,December,1/27/2011,,C,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,Spillage from recycling collection
534,Marchall Pl,Edinburgh,December,2/5/2011,,B,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,
535,Liberton Brae,Edinburgh,December,2/5/2011,9:15,B,1,1,1,1,1,2,1,1,0,1,0,1,1,1,0,0,1,0,0,Traffic cones on footpath
536,Clarinda Terrace,Edinburgh,December,2/5/2011,9:30,D,3,1,1,1,1,4,1,0,0,1,1,1,1,1,0,1,0,1,0,Severe litter may be due to high winds
537,Southhouse Walk,Edinburgh,December,2/5/2011,9:36,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
538,Ferieside Pl,Edinburgh,December,2/5/2011,,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
539,Forkenford,Edinburgh,December,2/5/2011,8:55,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Very clean
540,Hunters Close,Edinburgh,December,1/20/2011,12:05,B,1,1,1,2,1,4,1,0,0,1,1,0,0,1,0,0,1,0,0,Soil on Rd from construction waste
541,High St,Edinburgh,December,1/20/2011,12:35,B,1,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends at entrance to Radison Hotel
542,High St,Edinburgh,December,1/20/2011,12:42,B,1,1,1,1,1,1,1,3,0,1,0,0,1,1,0,0,0,0,0,
543,Bellevue Crescent,Edinburgh,December,1/20/2011,9:00,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
544,Bellevue Crescent,Edinburgh,December,1/20/2011,9:05,B,2,1,1,1,2,3,1,1,0,1,0,1,1,1,0,0,0,0,0,
545,Douglas Gardens,Edinburgh,December,1/20/2011,15:35,B,2,1,1,1,2,3,1,1,1,1,0,1,1,1,0,0,0,0,0,
546,Lynedoch Pl,Edinburgh,December,1/20/2011,15:20,B,2,1,1,1,1,2,2,1,0,1,0,1,0,1,0,0,0,0,0,Stickers on lampost
547,Northumberland st SW Ln,Edinburgh,December,1/20/2011,10:00,B,1,1,1,2,1,3,1,0,0,1,0,0,1,1,0,0,0,0,0,
548,Robertson Close,Edinburgh,December,1/20/2011,12:20,D,1,2,1,3,1,2,2,0,0,1,1,0,0,1,1,1,0,1,0,"Broken bottles, heay cigarette ends, vomit, flyers.overflowing allied waste bin"
549,Lothian Rd,Edinburgh,December,1/19/2011,15:50,B,1,1,1,2,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,Graffiti on phone box and greggs wall
550,Lothian Rd,Edinburgh,December,1/19/2011,15:55,B,1,1,1,2,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0,Litter bin overflow at Lazio
551,Lothian Rd,Edinburgh,December,1/19/2011,16:03,B,1,1,1,1,1,1,2,1,0,1,0,1,0,1,0,1,0,0,0,"Stickers at lampost, black bag at no. 61"
552,Lothian Rd,Edinburgh,December,1/19/2011,16:10,B,1,1,1,1,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,Heavy cigarette ends at entrance to st cuthberts graveyard
553,Hanover St,Edinburgh,December,1/19/2011,13:30,B,1,1,1,1,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,
554,Hanover St,Edinburgh,December,1/19/2011,13:20,B,1,1,1,1,2,2,1,1,0,1,1,1,0,1,0,0,1,0,0,2 x cones and Rd sign + graffiti on door at costa coffee
555,Essex Brae,Edinburgh,February,2/22/2011,10:50,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
556,"Almondside, Kirkliston",Edinburgh,February,2/22/2011,10:10,C,3,1,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0,"Cigarette ends/packet,can,plastic bottle,sweet wrapper"
557,Corbiehill Terrace,Edinburgh,February,2/22/2011,16:20,B,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0,Cigarette ends
558,"Rosebery Avenue, S Queensferry",Edinburgh,February,2/22/2011,10:40,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
559,"Rosebery Avenue, S Queensferry",Edinburgh,February,2/22/2011,10:42,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
560,Turnhouse Rd,Edinburgh,February,2/22/2011,11:00,D,4,1,1,1,2,2,1,0,0,1,1,1,1,1,1,1,0,0,0,"Cigarette ends,plastic bottles, sweet wrappers, cartons paper"
561,"Hugh Russell Pl, S Queensferry",Edinburgh,February,2/22/2011,10:30,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
562,"Sommerville Gardens, S Queensferry",Edinburgh,February,2/22/2011,10:25,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette end
563,"Chariot Dr, Newbridge",Edinburgh,February,2/22/2011,10:05,D,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,1,0,0,1,"Cigarettes,cans,bottles plastic sheeting, shop bags paper"
564,"Cairns Gardens, Balerno",Edinburgh,February,2/22/2011,9:30,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,"Lollipop stick, sweet wrapper"
565,"Baird Rd, Ratho",Edinburgh,February,2/22/2011,9:50,C,4,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,"Cigarette ends,packets,cans bottles burger box"
566,"Baird Rd, Ratho",Edinburgh,February,2/22/2011,9:53,C,4,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,"Cigarette ends/packets, cans"
567,"Baird Rd, Ratho",Edinburgh,February,2/22/2011,9:55,D,4,1,1,1,1,2,1,0,0,1,1,1,1,1,0,1,0,0,0,"Cigarette ends/packets,cans bag of food burger box"
568,Long Dalmahoy Rd,Edinburgh,February,2/22/2011,9:40,B,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,Plastic Juice bottle
569,Long Dalmahoy Rd,Edinburgh,February,2/22/2011,9:42,B,4,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"Can, cigarette end"
570,Long Dalmahoy Rd,Edinburgh,February,2/22/2011,9:44,B,4,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
571,"Main St, Balerno",Edinburgh,February,2/22/2011,9:25,B,4,1,1,1,1,2,1,2,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
572,N Bughtlin Pl,Edinburgh,February,2/22/2011,11:25,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,"Cigarette ends, can"
573,N Gyle Avenue,Edinburgh,February,2/22/2011,11:12,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
574,Essendean Terrace,Edinburgh,February,2/22/2011,11:55,D,3,4,1,1,3,2,1,0,0,1,1,1,1,1,0,1,0,1,0,"Bottles,cigarette ends, dog fouling (lots) bin bag"
575,Clermiston Hill,Edinburgh,February,2/22/2011,12:00,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,"Can, cigarette end"
576,Turnhouse Rd,Edinburgh,February,2/22/2011,11:05,D,4,1,1,1,2,2,1,0,0,1,1,1,1,1,1,0,0,0,0,"Cardboard box, cans, bottles,cigarettes, chippy paper"
577,Kilchurn Court,Edinburgh,February,2/22/2011,11:10,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
578,Pennywell Medway,Edinburgh,February,2/22/2011,12:40,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0,"Cigarette ends, cans, sweet wrapper"
579,Pennywell Medway,Edinburgh,February,2/22/2011,12:42,B,2,1,1,1,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,"Bottles, cans"
580,Bangholm View,Edinburgh,February,2/22/2011,12:57,B,3,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,Sweet Papers
581,Grierson Avenue,Edinburgh,February,2/22/2011,12:50,B,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,"Cigarette ends, burger box, chip box"
582,Boswall Dr,Edinburgh,February,2/22/2011,12:45,B,3,1,1,1,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0,"Cigarette ends, can, lollipop stick, sweet paper"
583,Boswall Dr,Edinburgh,February,2/22/2011,12:47,B,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,"Cigarette end, can, lollipop stick, sweet paper"
584,Bangholm Park,Edinburgh,February,2/22/2011,12:55,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
585,Tanfield,Edinburgh,February,2/22/2011,14:45,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
586,Telford Pl,Edinburgh,February,2/22/2011,12:15,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
587,Queen's Rd,Edinburgh,February,2/22/2011,12:30,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"Bottle, can cigarette ends"
588,Drylaw Gardens,Edinburgh,February,2/22/2011,12:25,B,3,2,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0,"Bottle, sweet wrappers, dog fouling"
589,Montagu Terrace,Edinburgh,February,2/22/2011,13:00,C,3,1,1,1,1,2,1,1,0,1,1,0,0,1,0,0,0,0,0,"Cigarettes - 1 packet, cans bottle"
590,Eildon St,Edinburgh,February,2/22/2011,13:05,B,3,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,"Cigarette ends, burger box, burger bag"
591,Hawthornbank Ln,Edinburgh,February,2/22/2011,14:20,A,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
592,Roseburn St,Edinburgh,February,2/22/2011,16:35,C,2,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,"Cigarette ends, burger box, paper, sweet wrapper"
593,Roseburn St,Edinburgh,February,2/22/2011,16:36,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,"Cigarette ends, shop bag"
594,Broomhall Rd,Edinburgh,February,2/22/2011,11:35,B,3,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,"Cigarette ends, burger box"
595,Broomhall Rd,Edinburgh,February,2/22/2011,11:37,C,3,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,"Cigarette end,packet,sweet wrapper"
596,Broompark Rd,Edinburgh,February,2/22/2011,11:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
597,Tyler's Acre Avenue,Edinburgh,February,2/22/2011,11:45,C,3,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,"Plasticbottle, sweet paper, burger bag"
598,Roull Pl,Edinburgh,February,2/22/2011,11:42,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
599,Muirhouse View,Edinburgh,February,2/22/2011,14:55,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
600,Stevenson Dr,Edinburgh,February,2/22/2011,15:52,B,3,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,Cigarettes can
601,Stevenson Dr,Edinburgh,February,2/22/2011,15:54,C,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,"Cigarette end, cans, burger wrapper"
602,Stenhouse Crescent,Edinburgh,February,2/22/2011,16:10,C,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,"Glass,wrappers,McDonalds Bag, Bottle Cigarettes"
603,Stenhouse Crescent,Edinburgh,February,2/22/2011,16:12,C,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,"Cigarette ends, plastic bottle"
604,Saughton Mains Dr,Edinburgh,February,2/22/2011,16:15,C,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,"Bottles,cans,sweet wrapper, Asda Bag"
605,Saughton Mains Dr,Edinburgh,February,2/22/2011,16:17,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"Cigarettes,plastic bottle, cans"
606,Winton Dr,Edinburgh,February,2/22/2011,15:40,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette Ends
607,Hailes Park,Edinburgh,February,2/22/2011,15:50,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
608,Buckstone Shaw,Edinburgh,February,2/22/2011,16:05,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
609,E Camus Pl,Edinburgh,February,2/22/2011,16:20,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"Cigarette ends, cans"
610,Brandfield St,Edinburgh,February,2/22/2011,15:20,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"Cigarette ends,packet"
611,Gibson Terrace,Edinburgh,February,2/22/2011,15:25,C,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,"Cigarette ends, sweet paper, plastic bottle, can"
612,Hermand St,Edinburgh,February,2/22/2011,15:30,B,2,1,1,1,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,"Cigarette ends, sweet wrapper"
613,Craiglockhart Crescent,Edinburgh,February,2/22/2011,15:00,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
614,Oxgangs Rd N,Edinburgh,February,2/22/2011,15:45,C,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,"Cigarette ends, plastic wrapping, chippy paper, bottle"
615,Oxgangs Rd N,Edinburgh,February,2/22/2011,15:47,C,3,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0,"Cigarette end, cans, bin bag"
616,Ogilvie Terrace,Edinburgh,February,2/22/2011,15:55,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,"Cans, plastic bottle"
617,Craiglockhart View,Edinburgh,February,2/22/2011,15:10,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"Cigarette ends, cans"
618,Elliot Park,Edinburgh,February,2/22/2011,15:10,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
619,New Mart Pl,Edinburgh,February,2/22/2011,16:25,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,"Cigarette ends, sweet wrapper"
620,Roseneath Terrace,Edinburgh,February,2/22/2011,10:06,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0,"Cans, bottle top, cigarettes "
621,East Castle Rd,Edinburgh,February,2/22/2011,8:47,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,"Paper, drinks ?"
622,Falcon Avenue,Edinburgh,February,2/22/2011,8:51,B,3,1,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,Sweet Wrapper
623,Plewlands Avenue,Edinburgh,February,2/22/2011,8:57,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,"Cigarette, till receipt"
624,Gillsland Rd,Edinburgh,February,2/22/2011,8:40,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,Sweet Wrapper
625,Greenbank Grove,Edinburgh,February,2/22/2011,9:05,B,3,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,"Cup, sweet wrapper"
626,Braid Mount Crest,Edinburgh,February,2/22/2011,9:13,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
627,Comiston Dr,Edinburgh,February,2/22/2011,9:01,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarettes & Can
628,Warden's Close,Edinburgh,February,2/22/2011,10:39,A,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
629,Hope St,Edinburgh,February,2/22/2011,10:46,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarettes
630,Keir St,Edinburgh,February,2/22/2011,10:36,B,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,Cigarettes & bottle top
631,Viewcraig Gardens,Edinburgh,February,2/22/2011,11:08,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Poly bag/cigs
632,Moray Pl,Edinburgh,February,2/22/2011,10:55,B,2,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,Sweet Wrapper
633,Albany Ln,Edinburgh,February,2/22/2011,11:00,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarette ends
634,Coates Crescent,Edinburgh,February,2/22/2011,10:49,A,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
635,S Gayfield Ln,Edinburgh,February,2/22/2011,11:04,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarettes & till receipt
636,Portsburgh Square,Edinburgh,February,2/22/2011,10:48,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Cigarettes
637,Arthur St Ln,Edinburgh,February,2/22/2011,14:25,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"Cigarette ends, plastic bottle"
638,Trafalgar Ln,Edinburgh,February,2/22/2011,14:00,C,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,"Cigarette ends, cans"
639,"Dock Pl, Leith",Edinburgh,February,2/22/2011,14:10,C,2,1,1,1,2,3,1,0,0,1,1,0,1,1,0,1,0,0,0,"Cigarette ends, drink carton, plastic bag"
640,Hamilton Wynd,Edinburgh,February,2/22/2011,14:05,C,2,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,"Cigarette ends, cans, burger"
